,도서명,저자,출판사,ISBN,주제분류번호,등록일자,이미지주소
4860,(C#과 파이썬을 활용한) OpenCV 4 프로그래밍 :컴퓨터 비전 기초 이론부터 머신러닝을 활용한 영상 처리 프로젝트까지 ,윤대희 지음,위키북스,9791158392550,004.77,2021-07-15,http://image.kyobobook.co.kr/images/book/large/550/l9791158392550.jpg
4861,(게임 개발을 위한) 스파인 캐릭터 애니메이션:2D Game Animation,양지연 지음,비엘북스,9791186573495,004.76,2021-07-12,http://image.kyobobook.co.kr/images/book/large/495/l9791186573495.jpg
4862,R을 이용한 공공데이터 분석 =Analysis of public data using R ,오대영 지음,한나래출판사,9788955662481,005.76,2021-06-23,http://image.kyobobook.co.kr/images/book/large/481/l9788955662481.jpg
4863,OAuth 2.0 API 보안 2/e :엔터프라이즈 API를 보호하는 OAuth 2.0 해킹&방어 ,"프라바스 시리와데나 지음 ;강병윤,김한수 옮김",에이콘(에이콘출판주식회사),9791161755328,004.61,2021-06-23,http://image.kyobobook.co.kr/images/book/large/328/l9791161755328.jpg
4864,(쿠버네티스의 핵심을 실습하고 이해하는) 핵심만 콕! 쿠버네티스 ,유홍근 지음,BJpublic(비제이퍼블릭),9791165920180,005.11,2021-06-07,http://image.kyobobook.co.kr/images/book/large/180/l9791165920180.jpg
4865,(알면 더 쉬운) 도커 쿠버네티스 :클라우드 서비스를 위한 개발 환경 만들기 ,"곽영호,황승준 지음",BJ Public(비제이퍼블릭),9791165920074,005.1,2021-06-07,http://image.kyobobook.co.kr/images/book/large/074/l9791165920074.jpg
4866,똑똑한 파이썬 :주니어를 위한 최적의 코딩 학습서 ,"황재호,황예린 지음",인포앤북,9791196440985,005.133,2021-06-07,http://image.kyobobook.co.kr/images/book/large/985/l9791196440985.jpg
4867,(3D 초급자를 위한) MAYA 2020 Surfacing & Rendering ,"이승엽,신민재,김봉규 지음",이오,9791191127003,004.76,2021-05-24,http://image.kyobobook.co.kr/images/book/large/003/l9791191127003.jpg
4868,(알기 쉬운) 데이터센터 인프라 입문서 ,노영진 지음,좋은땅,9791166490064,004.5,2021-05-17,http://image.kyobobook.co.kr/images/book/large/064/l9791166490064.jpg
4869,디자인 씽킹을 넘어 프로그래밍 씽킹으로 :코드 한 줄 없이 배우는 코딩 ,"고승원,윤상혁 지음",비제이퍼블릭,9791165920418,005.1,2021-05-15,http://image.kyobobook.co.kr/images/book/large/418/l9791165920418.jpg
4870,(포토샵&일러스트레이터) 89가지 디자인 테크닉 =Photoshop & Illustrator 89 design technique ,"저자: 쿠스다 사토시,톤톤탄 ;역자: 고영자,최수영",Youngjin.com(영진닷컴),9788931463019,005.565,2021-04-08,http://image.kyobobook.co.kr/images/book/large/019/l9788931463019.jpg
4871,(클라우드 환경의) 웹 해킹과 시큐어코딩 :탐지/수정 실습가이드 ,"최경철,김찬중,이은진 지음",Secu Book,9788996427582,004.61,2021-03-23,http://image.kyobobook.co.kr/images/book/large/582/l9788996427582.jpg
4872,일러스트레이터 실무 강의 :24개 실무 템플릿으로 디자인이 더 쉬워진다! ,장보경 지음,한빛미디어,9791162243787,005.565,2021-03-23,http://image.kyobobook.co.kr/images/book/large/787/l9791162243787.jpg
4873,(따라하며 배우는) 파이썬과 데이터 과학 :파이썬으로 시작하는 데이터 과학과 기계학습 ,"천인국,박동규,강영민 지음",생능출판사,9788970504773,005.76,2021-02-17,http://image.kyobobook.co.kr/images/book/large/773/l9788970504773.jpg
4874,(비즈니스 구축부터 신기술 개발까지) 인공지능 교과서,저자: 이모토 타카시 ;감역: 이강덕 ;역자: 김기태,성안당,9788931590340,004.73,2021-02-02,http://image.kyobobook.co.kr/images/book/large/340/l9788931590340.jpg
4875,SAP HANA2.0 공식가이드북 ,"Denys van Kempen 지음 ;변환민,김주성,임설희,방예솔 옮김",셀파소프트,9791197243806,005.754,2021-01-26,http://image.kyobobook.co.kr/images/book/large/806/l9791197243806.jpg
4876,첫 딥러닝 실무 :딥러닝을 위한 데이터 전처리부터 모델 가속화까지 ,권영섭 지음,남가람북스,9791189184063,004.73,2020-12-03,http://image.kyobobook.co.kr/images/book/large/063/l9791189184063.jpg
4877,손에 잡히는 10분 SQL :가볍게 시작하는 데이터 분석의 첫걸음 ,벤 포터 지음 ;박남혜 옮김,인사이트,9788966262687,005.74,2020-12-03,http://image.kyobobook.co.kr/images/book/large/687/l9788966262687.jpg
4878,(모바일 앱 개발을 위한) 다트&플러터 ,서준수 저,아이생각(디지털북스),9788960883604,005.58,2020-12-03,http://image.kyobobook.co.kr/images/book/large/604/l9788960883604.jpg
4879,SQL로 분석하고 tableau로 시각화하자 :데이터 분석과 시각화 :실무 예제로 익히는 데이터 분석·시각화 테크닉 ,모원서 지음,비제이퍼블릭,9791165920173,005.755,2020-12-03,http://image.kyobobook.co.kr/images/book/large/173/l9791165920173.jpg
4880,(ES6로 기초부터 다시 배우는) 자바스크립트 파워북 ,어포스트 지음,어포스트,9791197122811,005.133,2020-12-03,http://image.kyobobook.co.kr/images/book/large/811/l9791197122811.jpg
4881,(차근차근) 파이썬 코딩 실습 =Python coding,"류지훈,박훈영,시호연,심성보,윤현석,진대호,최다영 지음",좋은땅,9791165366407,005.133,2020-11-10,http://image.kyobobook.co.kr/images/book/large/407/l9791165366407.jpg
4882,3D 프린팅 고분자 소재,김진국,한티미디어,9788964213957,004.76,2020-08-26,http://image.kyobobook.co.kr/images/book/large/957/l9788964213957.jpg
4883,ICT융합보안의 이해,"이기혁, 강선준",Jinhan M&B(진한엠앤비),9791129014917,004.6,2020-08-26,http://image.kyobobook.co.kr/images/book/large/917/l9791129014917.jpg
4884,IoT 기반의 임베디드시스템 : AVR ATmega128+라즈베리파이3,"고수복, 한익섭, 황선기, 고일한",光文閣,9788970939858,005.43,2020-08-26,http://image.kyobobook.co.kr/images/book/large/858/l9788970939858.jpg
4885,STM32CubeIDE를 이용한 STM32 따라하기 :임베디드 개발자를 위한 실습 A to Z ,"김남수,이진형 지음",북랩,9791165392659,005.43,2020-08-25,http://image.kyobobook.co.kr/images/book/large/659/l9791165392659.jpg
4886,(컴퓨터 비전공자를 위한) C언어를 활용한 기초컴퓨터 프로그래밍 ,"지은이: 최윤호,홍기진,신정화,문정욱",부산대학교출판부,9788973165605,005.133,2020-08-25,http://image.kyobobook.co.kr/images/book/large/605/l9788973165605.jpg
4887,(컴퓨터 비전공자를 위한) R언어를 활용한 기초컴퓨터 프로그래밍 ,"지은이: 박성호,문경희,이호창,조미숙",부산대학교출판부,9788973165575,005.133,2020-08-25,http://image.kyobobook.co.kr/images/book/large/575/l9788973165575.jpg
4888,비즈니스 머신러닝 in 파이썬,김형수,프레딕스,9791195511747,004.73,2020-07-30,http://image.kyobobook.co.kr/images/book/large/747/l9791195511747.jpg
4889,서브스턴스 디자이너 시작하기 =Substance designer ,안원철 저,비엘북스(Vielbooks),9791186573266,004.76,2020-07-23,http://image.kyobobook.co.kr/images/book/large/266/l9791186573266.jpg
4890,진짜 하루만에 끝내는 일러스트레이터,박혜린 지음,T.W.I.G(티더블유아이지)(주),9791196918026,005.56,2020-06-24,http://image.kyobobook.co.kr/images/book/large/026/l9791196918026.jpg
4891,초보자를 위한 ORACLE 12C(RAC 편),권순용 외,엑시엄정보시스템(axiom),9791195942565,005.7533,2020-03-26,http://image.kyobobook.co.kr/images/book/large/565/l9791195942565.jpg
4892,"타입스크립트, AWS 서버리스로 들어올리다 :오직 개발에만 집중할 수 있게 도와주는 실무 가이드 ",신규하 지음,비제이퍼블릭,9791190014595,005.138,2020-02-19,http://image.kyobobook.co.kr/images/book/large/595/l9791190014595.jpg
4893,알고리즘과 파이썬 =Algorithms and Python ,채진석 지음,정익사,9788935305438,005.133,2020-02-04,http://image.kyobobook.co.kr/images/book/large/438/l9788935305438.jpg
4894,디지털 라이팅 & 렌더링 ,제레미 번 지음 ;오영관 옮김,성안당,9788931556193,004.76,2020-02-04,http://image.kyobobook.co.kr/images/book/large/193/l9788931556193.jpg
4895,파이썬 네트워킹 마스터 2/e,에릭 추,에이콘출판,9791161753638,005.133,2019-11-27,http://image.kyobobook.co.kr/images/book/large/638/l9791161753638.jpg
4896,비트코딩 라이트 : 파이썬,박해민,햄큐(HAMQ),9791196328832,005.133,2019-11-27,http://image.kyobobook.co.kr/images/book/large/832/l9791196328832.jpg
4897,게이머의 뇌 :그 메커니즘과 실상 ,셀리아 호든트 지음 ;송지연 옮김,,9788960772945,005.11,2019-09-09,http://image.kyobobook.co.kr/images/book/large/945/l9788960772945.jpg
4898,이토록 쉬운 스케치,서한교 지음,루비페이퍼,9791186710500,004.78,2019-09-09,http://image.kyobobook.co.kr/images/book/large/500/l9791186710500.jpg
4899,아두이노 배우면서 사물 인터넷(loT) 직접 코딩하기 :  NodeMCU를 활용한 사물 인터넷,서민우.박준원 지음,앤써북,9791185553542,004.58,2019-09-09,http://image.kyobobook.co.kr/images/book/large/542/l9791185553542.jpg
4900,Do it! 스위프트로 아이폰 앱 만들기 : 입문,송호정.이범근 지음,이지스퍼블리싱,9791163030478,005.58,2019-09-09,http://image.kyobobook.co.kr/images/book/large/478/l9791163030478.jpg
4901,암호 해킹으로 배우는 파이썬의 기초 :암호학과 파이썬을 함께 배우자 ,알 스웨이가트 지음 ;신진철 옮김,에이콘출판,9791161753485,005.133,2019-08-13,http://image.kyobobook.co.kr/images/book/large/485/l9791161753485.jpg
4902,베가스 프로 16 레퍼런스 가이드,Magix 지음;디브이네스트 옮김,디브이네스트,9791185357119,005.567,2019-08-13,http://image.kyobobook.co.kr/images/book/large/119/l9791185357119.jpg
4903,(예제로 플어보는)구글 딥러닝 프레임워크:텐서플로우 실전,"정저위,$e구쓰위 [공]지음;장우진 옮김",광문각,9788970939445,004.73,2019-06-25,http://image.kyobobook.co.kr/images/book/large/445/l9788970939445.jpg
4904,Windows 환경에서 침해 시스템 분석하기:할랜 카비의 유형별 침해 윈도우 분석 사례집,할랜 카비 지음;이명수 옮김,에이콘출판,9791161753041,004.61,2019-06-25,http://image.kyobobook.co.kr/images/book/large/041/l9791161753041.jpg
4905,(게으른 해커의 쉽게 배우는)파이썬 해킹프로그래밍=Python hacking,"한상준,조태남,이성원 [공]지음",박영사,9791130307114,004.61,2019-05-13,http://image.kyobobook.co.kr/images/book/large/114/l9791130307114.jpg
4906,(손맵 스타일로 시작하는)서브스턴스 디자이너,박예동 지음,비엘북스,9791186573303,005.56,2019-05-13,http://image.kyobobook.co.kr/images/book/large/303/l9791186573303.jpg
4907,(국제공인 강사에게 배우는) 베가스 프로 16 초단기마스터북 ,지은이: 이용태,힐북,9791189114022,005.567,2019-05-02,http://image.kyobobook.co.kr/images/book/large/022/l9791189114022.jpg
4908,C# 7.0 프로그래밍 실전프로젝트 ,조호묵 저,가메,9788980783007,005.133,2019-04-08,http://image.kyobobook.co.kr/images/book/large/007/l9788980783007.jpg
4909,소프트웨어 품질관리 실무 가이드 :프로젝트 성공을 이끄는 소프트웨어 품질관리 ,"정보통신산업진흥원,비즈피어컨소시엄 지음",프리렉,9788965402381,005.14,2019-04-08,http://image.kyobobook.co.kr/images/book/large/381/l9788965402381.jpg
4910,"텐서플로를 활용한 머신러닝:그림으로 쉽게 개념부터 익히는 머신러닝, 딥러닝 입문서",니샨트 수클라 지음;송교석 옮김,한빛미디어,9791162241073,004.73,2019-03-08,http://image.kyobobook.co.kr/images/book/large/073/l9791162241073.jpg
4911,든든한 Excel 2016,"이유정,$e조점란,$e이윤미 [공]저",연두에디션,9791188831173,005.53,2019-03-08,http://image.kyobobook.co.kr/images/book/large/173/l9791188831173.jpg
4912,파파와 파이썬 ,지은이: Scion K,icanD(아이캔디),9791196291006,005.133,2019-02-15,http://image.kyobobook.co.kr/images/book/large/006/l9791196291006.jpg
4913,언리얼 엔진 4 게임 개발 에센셜 :처음부터 시작하는 언리얼 엔진 4 개발 ,사티쉬 PV 지음 ;구진수 옮김,에이콘,9788960779617,005.11,2019-02-11,http://image.kyobobook.co.kr/images/book/large/617/l9788960779617.jpg
4914,(라즈베리파이 3를 활용한)임베디드 리눅스 프로그래밍=Embedded Linux programming,이영일 지음,광문각,9788970939124,005.44,2018-11-19,http://image.kyobobook.co.kr/images/book/large/124/l9788970939124.jpg
4915,"웹 스크레이핑과 데이터분석=Web scraping and data analysis with R:R을 이용한 웹 데이터 수집, 분석, 시각화",곽기영 지음,청람,9788959726516,005.54,2018-11-19,http://image.kyobobook.co.kr/images/book/large/516/l9788959726516.jpg
4916,실용 프로그래밍 언어론,장덕성 지음,계명대학교출판부,9791189468361,005.13,2018-11-19,http://image.kyobobook.co.kr/images/book/large/361/l9791189468361.jpg
4917,미래를 여는 컴퓨터 오피스 활용:office 2013,박일선;임동균 지음,한티미디어,9788964213469,005.5,2018-11-19,http://image.kyobobook.co.kr/images/book/large/469/l9788964213469.jpg
4918,예제로 배우는 머신 러닝 알고리즘,요우시 리우 지음;남궁영환 옮김,에이콘,9791161752037,004.73,2018-11-19,http://image.kyobobook.co.kr/images/book/large/037/l9791161752037.jpg
4919,"(대한민국 No.1 루미온3D 사용자 카페의)Lumion3D:쉽고, 빠르게! 하루 만에 만드는 3D 공간 디자인을 위한 솔루션!",강석거 지음,BM성안당,9788931555783,004.76,2018-11-19,http://image.kyobobook.co.kr/images/book/large/783/l9788931555783.jpg
4920,(CSS3 + JavaScript와 함께 하는)HTML5 웹 프로그래밍,조동영 지음,북스홀릭 Publishing(북스홀릭 퍼블리싱),9791162890059,005.118,2018-11-19,http://image.kyobobook.co.kr/images/book/large/059/l9791162890059.jpg
4921,(성공적인 웹 프로그래밍) PHP와 MySQL :New PHP 7 coverage ,"루크 웰링,로라 톰슨 지음 ;심재철 옮김",정보문화사,9788956747422,005.138,2018-11-19,http://image.kyobobook.co.kr/images/book/large/422/l9788956747422.jpg
4922,(시작하세요!) 도커=Beginning ! Docker :기초 개념부터 최신 도구 활용법까지 망라한 ,지은이: 용찬호,위키북스,9791158390617,005.1,2018-10-24,http://image.kyobobook.co.kr/images/book/large/617/l9791158390617.jpg
4923,(내 아이를 미래 인재로 키우는) 5:5:5 코딩교육 ,신철헌 지음,다빈치하우스,9791158740184,005.1,2018-10-10,http://image.kyobobook.co.kr/images/book/large/184/l9791158740184.jpg
4924,스타트 파이썬,황재호 지음,Coding school(코딩스쿨),9791196440909,005.133,2018-10-01,http://image.kyobobook.co.kr/images/book/large/909/l9791196440909.jpg
4925,(쉽게 배워 폼나게 활용하는) 언플러그드 컴퓨팅 :비버챌린지 문제 유형으로 풀어보는 컴퓨팅사고력 퍼즐 ,지은이: 이재우,BM성안당,9788931555080,005.1,2018-10-01,http://image.kyobobook.co.kr/images/book/large/080/l9788931555080.jpg
4926,(3D 상상 블럭 대모험) 매지카복셀 ,창의그래픽연구소,해람북스(구북스홀릭),9791188450220,005.1,2018-09-11,http://image.kyobobook.co.kr/images/book/large/220/l9791188450220.jpg
4927,"쇼핑몰 디자인 제작 북 :쇼핑몰 디자인부터 디자인 코딩, 솔루션 세팅까지 한 권으로 끝낸다! ","임화연,이해령 지음",한빛미디어,9791162240311,005.565,2018-09-11,http://image.kyobobook.co.kr/images/book/large/311/l9791162240311.jpg
4928,"Everybody Lies:Big Data, New Data, and What the Internet Can Tell Us about Who We Really Are",by Seth Stephens-Davidowitz,Dey Street Books,9780062390851,005.76,2018-09-03,http://image.kyobobook.co.kr/images/book/large/851/l9780062390851.jpg
4929,RabbitMQ in Depth:메시지 브로커 RabbitMQ 심층 분석,개빈 로이 지음;홍영택 옮김,에이콘,9791161751863,004.565,2018-09-03,http://image.kyobobook.co.kr/images/book/large/863/l9791161751863.jpg
4930,MOS Excel 2016 Core:NCS 정보처리능력,한국공학기술연구원 저,기한재,9788970187853,005.53077,2018-09-03,http://image.kyobobook.co.kr/images/book/large/853/l9788970187853.jpg
